policy_id,exposure_years,activity,region_risk,building_material,surface_m2,insured_capital_eur,building_age_years,previous_claims,fire_protection,fire_station_distance_km,claim_count,average_claim_cost_eur,total_claim_cost_eur
SYN-002440,0.432,mixed_farming,medium,masonry,693.0,265018.0,72,1,1,8.7,0,0.0,0.0
SYN-002441,0.518,viticulture,low,wood,1632.0,897798.0,56,0,1,1.8,0,0.0,0.0
SYN-002442,0.806,crop_farming,medium,masonry,394.0,214861.0,42,0,1,16.0,1,8212.7,8212.7
SYN-002443,0.886,crop_farming,high,masonry,1288.0,675435.0,6,0,0,4.5,0,0.0,0.0
SYN-002444,0.452,livestock,medium,mixed,2900.0,1066114.0,66,0,1,13.3,0,0.0,0.0
SYN-002445,0.618,livestock,medium,mixed,1051.0,394299.0,80,1,1,4.8,0,0.0,0.0
SYN-002446,0.543,livestock,low,masonry,642.0,343287.0,9,0,1,10.1,0,0.0,0.0
SYN-002447,0.979,crop_farming,high,masonry,480.0,158616.0,44,0,1,20.3,0,0.0,0.0
SYN-002448,0.809,livestock,low,masonry,1562.0,777202.0,79,0,1,12.3,0,0.0,0.0
SYN-002449,0.685,mixed_farming,low,masonry,2215.0,868116.0,50,0,1,9.6,0,0.0,0.0
SYN-002450,0.917,mixed_farming,low,masonry,1169.0,443022.0,70,0,1,5.0,0,0.0,0.0
SYN-002451,0.723,mixed_farming,medium,masonry,897.0,327710.0,65,0,1,4.4,0,0.0,0.0
SYN-002452,0.947,mixed_farming,high,wood,345.0,239668.0,72,0,0,1.4,0,0.0,0.0
SYN-002453,0.543,mixed_farming,medium,mixed,1314.0,779751.0,24,0,1,1.5,0,0.0,0.0
SYN-002454,0.416,mixed_farming,low,mixed,774.0,244431.0,71,0,0,9.7,0,0.0,0.0
SYN-002455,0.657,mixed_farming,medium,wood,804.0,273270.0,14,0,1,10.3,0,0.0,0.0
SYN-002456,0.523,livestock,medium,wood,3466.0,1526702.0,68,0,1,12.9,0,0.0,0.0
SYN-002457,0.901,mixed_farming,medium,mixed,376.0,224929.0,46,0,1,11.1,0,0.0,0.0
SYN-002458,0.72,crop_farming,low,masonry,410.0,171768.0,7,0,1,2.7,0,0.0,0.0
SYN-002459,0.573,crop_farming,medium,mixed,1409.0,745668.0,56,0,1,9.3,0,0.0,0.0
SYN-002460,0.864,livestock,medium,masonry,943.0,503191.0,73,0,1,28.1,0,0.0,0.0
SYN-002461,0.716,mixed_farming,high,masonry,865.0,255894.0,71,0,0,17.1,0,0.0,0.0
SYN-002462,0.702,mixed_farming,medium,masonry,1447.0,415743.0,14,0,1,10.9,0,0.0,0.0
SYN-002463,0.508,crop_farming,low,masonry,1431.0,406510.0,68,0,1,10.3,0,0.0,0.0
SYN-002464,0.997,mixed_farming,medium,masonry,644.0,359436.0,70,0,1,6.3,0,0.0,0.0
SYN-002465,0.795,crop_farming,low,mixed,825.0,424720.0,78,1,0,4.8,0,0.0,0.0
SYN-002466,0.913,mixed_farming,high,masonry,1252.0,738345.0,45,0,0,14.0,0,0.0,0.0
SYN-002467,0.856,mixed_farming,medium,masonry,1351.0,600446.0,73,0,1,5.9,0,0.0,0.0
SYN-002468,0.702,mixed_farming,low,masonry,1659.0,746806.0,23,0,0,11.1,0,0.0,0.0
SYN-002469,0.406,mixed_farming,medium,wood,830.0,217623.0,42,1,1,4.4,0,0.0,0.0
SYN-002470,0.8,livestock,low,masonry,1519.0,419993.0,26,1,0,16.9,1,7198.03,7198.03
SYN-002471,0.46,livestock,low,masonry,2248.0,1168170.0,29,0,0,9.9,0,0.0,0.0
SYN-002472,0.977,mixed_farming,medium,mixed,1249.0,515697.0,22,0,0,9.0,0,0.0,0.0
SYN-002473,0.55,mixed_farming,medium,mixed,1134.0,695532.0,53,0,1,6.2,0,0.0,0.0
SYN-002474,0.62,livestock,high,masonry,1040.0,380656.0,59,0,0,9.4,0,0.0,0.0
SYN-002475,0.731,livestock,medium,mixed,811.0,365801.0,66,0,0,0.5,0,0.0,0.0
SYN-002476,0.702,crop_farming,low,masonry,659.0,315103.0,59,0,1,12.7,0,0.0,0.0
SYN-002477,0.793,crop_farming,medium,wood,998.0,273015.0,11,0,0,10.3,0,0.0,0.0
SYN-002478,0.87,crop_farming,medium,mixed,1625.0,623911.0,35,0,0,8.0,0,0.0,0.0
SYN-002479,0.855,livestock,low,mixed,680.0,454722.0,50,0,1,2.2,0,0.0,0.0
SYN-002480,0.945,viticulture,high,masonry,1154.0,485303.0,35,0,0,10.5,0,0.0,0.0
SYN-002481,0.682,livestock,high,mixed,1070.0,546561.0,14,0,1,5.5,0,0.0,0.0
SYN-002482,0.721,crop_farming,low,masonry,3849.0,1669721.0,18,0,0,9.6,0,0.0,0.0
SYN-002483,0.924,crop_farming,medium,masonry,1939.0,895801.0,43,0,1,1.8,0,0.0,0.0
SYN-002484,0.569,livestock,medium,mixed,1918.0,926165.0,32,0,0,1.7,0,0.0,0.0
SYN-002485,0.548,mixed_farming,low,mixed,2204.0,850800.0,57,0,1,23.9,0,0.0,0.0
SYN-002486,0.405,livestock,medium,masonry,850.0,404734.0,54,0,1,9.4,0,0.0,0.0
SYN-002487,0.843,mixed_farming,low,wood,2966.0,1131252.0,21,0,1,19.5,0,0.0,0.0
SYN-002488,0.813,mixed_farming,low,masonry,1344.0,752166.0,51,0,0,0.6,0,0.0,0.0
SYN-002489,0.566,crop_farming,high,mixed,1177.0,695100.0,47,0,1,9.1,0,0.0,0.0
SYN-002490,0.478,mixed_farming,medium,masonry,550.0,265087.0,11,0,1,15.1,0,0.0,0.0
SYN-002491,0.426,viticulture,low,masonry,934.0,403896.0,67,0,1,8.5,0,0.0,0.0
SYN-002492,0.693,livestock,medium,wood,385.0,428583.0,59,1,0,8.4,1,34081.08,34081.08
SYN-002493,0.516,crop_farming,high,masonry,1031.0,299596.0,71,0,0,7.8,0,0.0,0.0
SYN-002494,0.876,viticulture,medium,wood,833.0,252615.0,80,0,1,1.7,0,0.0,0.0
SYN-002495,0.97,mixed_farming,high,masonry,935.0,339144.0,23,1,0,18.0,0,0.0,0.0
SYN-002496,0.866,livestock,high,mixed,492.0,238309.0,65,0,0,12.5,0,0.0,0.0
SYN-002497,0.911,livestock,low,masonry,1915.0,512179.0,77,0,1,3.4,0,0.0,0.0
SYN-002498,0.994,crop_farming,medium,mixed,1781.0,565159.0,1,0,1,5.4,0,0.0,0.0
SYN-002499,0.844,mixed_farming,medium,wood,3635.0,1681660.0,52,0,1,3.9,0,0.0,0.0
SYN-002500,0.74,livestock,medium,mixed,3569.0,1604028.0,66,1,1,19.5,0,0.0,0.0
SYN-002501,0.886,crop_farming,medium,masonry,1341.0,386735.0,10,0,1,30.3,0,0.0,0.0
SYN-002502,0.738,mixed_farming,low,mixed,2357.0,744926.0,3,0,1,2.7,0,0.0,0.0
SYN-002503,0.66,viticulture,low,mixed,1436.0,648587.0,25,0,0,1.3,0,0.0,0.0
SYN-002504,0.42,mixed_farming,medium,masonry,918.0,288756.0,11,0,1,5.1,0,0.0,0.0
SYN-002505,0.786,crop_farming,medium,mixed,1012.0,439857.0,16,0,1,5.6,0,0.0,0.0
SYN-002506,0.939,crop_farming,medium,mixed,1836.0,988226.0,20,1,1,1.3,0,0.0,0.0
SYN-002507,0.816,viticulture,medium,mixed,17277.0,6958868.0,20,1,1,6.4,0,0.0,0.0
SYN-002508,0.642,viticulture,low,masonry,2588.0,977587.0,40,1,1,9.3,0,0.0,0.0
SYN-002509,0.77,livestock,low,masonry,1422.0,593716.0,75,1,1,0.5,0,0.0,0.0
SYN-002510,0.888,mixed_farming,medium,wood,1660.0,792398.0,68,0,1,13.7,0,0.0,0.0
SYN-002511,0.859,livestock,medium,mixed,1650.0,616972.0,9,0,1,2.2,0,0.0,0.0
SYN-002512,0.695,livestock,medium,masonry,1143.0,484164.0,66,0,1,0.9,0,0.0,0.0
SYN-002513,0.617,crop_farming,low,wood,1982.0,926195.0,61,0,0,17.1,0,0.0,0.0
SYN-002514,0.638,crop_farming,medium,masonry,1095.0,321022.0,30,0,1,6.8,0,0.0,0.0
SYN-002515,0.945,crop_farming,high,masonry,628.0,254662.0,33,0,1,14.3,0,0.0,0.0
SYN-002516,0.502,mixed_farming,low,mixed,1658.0,615339.0,38,0,1,13.2,0,0.0,0.0
SYN-002517,0.918,crop_farming,low,mixed,1808.0,919262.0,72,0,1,2.3,0,0.0,0.0
SYN-002518,0.517,crop_farming,medium,wood,1102.0,519794.0,14,0,1,3.2,0,0.0,0.0
SYN-002519,0.989,livestock,medium,mixed,1482.0,769775.0,41,0,1,3.1,0,0.0,0.0
SYN-002520,0.669,crop_farming,high,masonry,2263.0,830661.0,77,0,0,11.3,0,0.0,0.0
SYN-002521,0.84,crop_farming,high,masonry,1172.0,535324.0,54,1,1,2.7,0,0.0,0.0
SYN-002522,0.838,livestock,medium,masonry,906.0,447472.0,22,1,0,3.5,0,0.0,0.0
SYN-002523,0.864,livestock,low,wood,764.0,257631.0,66,1,1,0.5,0,0.0,0.0
SYN-002524,0.874,mixed_farming,medium,masonry,1028.0,563794.0,17,0,0,1.0,0,0.0,0.0
SYN-002525,0.423,viticulture,high,masonry,3287.0,1087141.0,20,0,1,8.8,0,0.0,0.0
SYN-002526,0.564,crop_farming,medium,masonry,1065.0,469106.0,80,0,1,3.4,0,0.0,0.0
SYN-002527,0.538,viticulture,high,masonry,1531.0,792964.0,62,1,1,8.2,0,0.0,0.0
SYN-002528,0.819,viticulture,medium,masonry,982.0,470215.0,17,0,0,10.5,0,0.0,0.0
SYN-002529,0.81,mixed_farming,low,mixed,928.0,394389.0,63,0,0,4.2,0,0.0,0.0
SYN-002530,0.578,mixed_farming,medium,masonry,684.0,260499.0,15,0,1,4.7,0,0.0,0.0
SYN-002531,0.876,mixed_farming,medium,wood,1294.0,671572.0,25,0,0,12.8,0,0.0,0.0
SYN-002532,0.587,mixed_farming,low,wood,866.0,323170.0,79,0,1,0.7,0,0.0,0.0
SYN-002533,0.606,mixed_farming,low,masonry,2774.0,1139791.0,30,0,1,9.2,0,0.0,0.0
SYN-002534,0.639,crop_farming,medium,wood,1130.0,541663.0,7,1,1,8.2,0,0.0,0.0
SYN-002535,0.847,viticulture,low,masonry,1177.0,362176.0,80,0,1,9.6,0,0.0,0.0
SYN-002536,0.407,mixed_farming,low,masonry,1078.0,583259.0,3,0,1,0.9,0,0.0,0.0
SYN-002537,0.944,mixed_farming,medium,masonry,1543.0,363780.0,79,0,0,18.2,0,0.0,0.0
SYN-002538,0.815,livestock,medium,mixed,3194.0,1492151.0,37,2,0,10.7,0,0.0,0.0
SYN-002539,0.752,crop_farming,medium,mixed,617.0,357178.0,22,0,0,14.5,0,0.0,0.0
SYN-002540,0.542,livestock,high,masonry,1452.0,592529.0,24,0,1,16.4,0,0.0,0.0
SYN-002541,0.871,livestock,high,mixed,437.0,165274.0,11,0,1,22.9,0,0.0,0.0
SYN-002542,0.924,livestock,medium,mixed,2684.0,889780.0,70,0,1,7.8,0,0.0,0.0
SYN-002543,0.701,livestock,low,mixed,1130.0,498409.0,78,0,1,10.5,0,0.0,0.0
SYN-002544,0.575,crop_farming,medium,masonry,459.0,394551.0,59,1,1,0.8,0,0.0,0.0
SYN-002545,0.628,livestock,low,mixed,529.0,298466.0,18,0,1,5.1,0,0.0,0.0
SYN-002546,0.65,livestock,high,mixed,2057.0,1181421.0,44,0,1,6.2,0,0.0,0.0
SYN-002547,0.584,viticulture,medium,masonry,411.0,372440.0,57,0,1,12.1,0,0.0,0.0
SYN-002548,0.827,crop_farming,medium,mixed,1452.0,631345.0,1,0,0,1.3,0,0.0,0.0
SYN-002549,0.605,livestock,medium,masonry,917.0,398289.0,51,0,1,17.3,0,0.0,0.0
SYN-002550,0.893,crop_farming,medium,mixed,1068.0,554628.0,22,0,1,6.1,0,0.0,0.0
SYN-002551,0.678,livestock,high,mixed,782.0,545018.0,59,0,1,31.3,0,0.0,0.0
SYN-002552,0.777,livestock,low,masonry,652.0,252210.0,72,0,1,4.6,0,0.0,0.0
SYN-002553,0.969,mixed_farming,high,masonry,883.0,463330.0,29,1,0,3.9,0,0.0,0.0
SYN-002554,0.668,viticulture,low,mixed,1758.0,687687.0,20,0,1,1.8,0,0.0,0.0
SYN-002555,0.502,crop_farming,medium,mixed,1002.0,493099.0,33,0,1,13.4,0,0.0,0.0
SYN-002556,0.73,mixed_farming,high,mixed,1594.0,398880.0,3,0,1,7.4,0,0.0,0.0
SYN-002557,0.698,crop_farming,medium,mixed,1035.0,342250.0,21,0,1,7.7,0,0.0,0.0
SYN-002558,0.87,crop_farming,low,masonry,1803.0,729030.0,19,0,1,5.6,0,0.0,0.0
SYN-002559,0.916,livestock,high,masonry,1587.0,485195.0,3,0,0,13.8,0,0.0,0.0
SYN-002560,0.828,crop_farming,high,mixed,853.0,365907.0,61,0,0,8.9,0,0.0,0.0
SYN-002561,0.983,mixed_farming,low,masonry,652.0,261989.0,38,1,1,2.8,0,0.0,0.0
SYN-002562,0.562,mixed_farming,medium,mixed,2256.0,893248.0,69,1,1,5.1,0,0.0,0.0
SYN-002563,0.544,mixed_farming,high,masonry,714.0,421512.0,24,2,1,23.1,0,0.0,0.0
SYN-002564,0.575,livestock,low,masonry,1678.0,894504.0,23,0,1,9.5,0,0.0,0.0
SYN-002565,0.803,mixed_farming,medium,mixed,1237.0,616093.0,35,0,1,7.1,0,0.0,0.0
SYN-002566,0.54,livestock,medium,mixed,897.0,233848.0,19,0,1,18.9,1,1554.79,1554.79
SYN-002567,0.453,crop_farming,low,mixed,1602.0,903152.0,61,0,1,13.6,0,0.0,0.0
SYN-002568,0.987,crop_farming,high,masonry,2949.0,1163982.0,67,1,1,9.6,0,0.0,0.0
SYN-002569,0.589,mixed_farming,low,mixed,1820.0,760279.0,55,0,1,8.0,0,0.0,0.0
SYN-002570,0.533,viticulture,high,masonry,1318.0,853892.0,16,1,0,12.7,0,0.0,0.0
SYN-002571,0.615,crop_farming,medium,mixed,3477.0,1250868.0,63,0,1,2.8,0,0.0,0.0
SYN-002572,0.495,livestock,medium,mixed,408.0,161292.0,30,1,1,11.4,0,0.0,0.0
SYN-002573,0.421,mixed_farming,medium,masonry,588.0,307766.0,79,0,1,9.0,0,0.0,0.0
SYN-002574,0.583,mixed_farming,medium,mixed,896.0,508470.0,31,0,1,16.5,0,0.0,0.0
SYN-002575,0.603,livestock,high,mixed,3049.0,1399463.0,49,0,1,5.6,0,0.0,0.0
SYN-002576,0.887,mixed_farming,medium,masonry,2237.0,1146766.0,32,0,1,7.5,0,0.0,0.0
SYN-002577,0.661,mixed_farming,medium,mixed,397.0,166516.0,71,0,1,6.4,0,0.0,0.0
SYN-002578,0.842,mixed_farming,medium,masonry,913.0,491270.0,7,1,1,3.2,0,0.0,0.0
SYN-002579,0.841,crop_farming,low,wood,513.0,320887.0,79,0,1,4.2,0,0.0,0.0
SYN-002580,0.873,viticulture,low,masonry,1181.0,625017.0,68,0,1,5.9,0,0.0,0.0
SYN-002581,0.951,crop_farming,medium,masonry,2178.0,702845.0,3,0,1,2.7,0,0.0,0.0
SYN-002582,0.699,mixed_farming,medium,mixed,2285.0,736860.0,18,0,1,6.1,0,0.0,0.0
SYN-002583,0.462,crop_farming,medium,masonry,1443.0,654393.0,27,1,0,6.3,0,0.0,0.0
SYN-002584,0.423,crop_farming,medium,wood,919.0,486776.0,30,0,1,1.7,0,0.0,0.0
SYN-002585,0.512,crop_farming,medium,masonry,1139.0,570554.0,47,1,0,2.8,0,0.0,0.0
SYN-002586,0.898,livestock,medium,masonry,1890.0,891741.0,51,0,1,28.2,0,0.0,0.0
SYN-002587,0.745,livestock,medium,masonry,5573.0,2885338.0,14,0,0,10.3,0,0.0,0.0
SYN-002588,0.484,crop_farming,high,masonry,561.0,298140.0,65,1,1,8.9,0,0.0,0.0
SYN-002589,0.48,livestock,low,masonry,3404.0,1721276.0,1,0,0,9.9,0,0.0,0.0
SYN-002590,0.935,livestock,medium,masonry,1420.0,329570.0,47,0,0,5.1,0,0.0,0.0
SYN-002591,0.712,mixed_farming,low,masonry,2066.0,621900.0,60,0,1,13.4,0,0.0,0.0
SYN-002592,0.503,mixed_farming,high,masonry,1367.0,442307.0,29,0,1,16.7,0,0.0,0.0
SYN-002593,0.938,mixed_farming,medium,masonry,3019.0,1624724.0,34,0,1,8.2,0,0.0,0.0
SYN-002594,0.832,crop_farming,medium,masonry,1502.0,663845.0,1,1,1,11.1,0,0.0,0.0
SYN-002595,0.687,crop_farming,high,masonry,795.0,318488.0,12,1,1,3.3,0,0.0,0.0
SYN-002596,0.679,viticulture,medium,masonry,1624.0,397050.0,40,0,0,15.7,0,0.0,0.0
SYN-002597,0.804,crop_farming,low,masonry,2521.0,747696.0,10,0,0,10.3,0,0.0,0.0
SYN-002598,0.603,livestock,medium,masonry,1212.0,506709.0,45,0,0,12.8,0,0.0,0.0
SYN-002599,1.0,viticulture,low,masonry,315.0,300886.0,73,0,0,7.0,0,0.0,0.0
SYN-002600,0.871,viticulture,high,masonry,1125.0,593130.0,29,0,0,8.4,0,0.0,0.0
SYN-002601,0.785,livestock,medium,wood,1292.0,664706.0,57,0,0,10.0,1,11396.0,11396.0
SYN-002602,0.812,mixed_farming,medium,masonry,1177.0,787876.0,51,0,0,14.2,0,0.0,0.0
SYN-002603,0.998,livestock,high,masonry,878.0,369438.0,59,0,1,2.7,0,0.0,0.0
SYN-002604,0.406,mixed_farming,medium,mixed,2864.0,1576033.0,64,0,1,15.3,0,0.0,0.0
SYN-002605,0.414,crop_farming,medium,masonry,259.0,152342.0,57,0,1,20.3,0,0.0,0.0
SYN-002606,0.871,crop_farming,low,masonry,1288.0,402518.0,3,0,0,6.7,0,0.0,0.0
SYN-002607,0.526,mixed_farming,medium,mixed,1300.0,420027.0,65,0,1,7.5,0,0.0,0.0
SYN-002608,0.811,crop_farming,high,mixed,4730.0,1647341.0,65,0,1,17.2,0,0.0,0.0
SYN-002609,0.702,mixed_farming,high,wood,1201.0,546487.0,32,0,0,28.2,0,0.0,0.0
SYN-002610,0.591,livestock,medium,wood,1619.0,596718.0,48,1,1,3.2,0,0.0,0.0
SYN-002611,0.539,mixed_farming,low,mixed,1315.0,700333.0,66,0,1,8.5,0,0.0,0.0
SYN-002612,0.866,mixed_farming,low,mixed,1289.0,582538.0,27,0,0,2.0,0,0.0,0.0
SYN-002613,0.503,livestock,high,masonry,3812.0,1129395.0,14,0,1,3.1,0,0.0,0.0
SYN-002614,0.495,mixed_farming,low,wood,588.0,273948.0,56,0,1,12.3,0,0.0,0.0
SYN-002615,0.665,crop_farming,medium,mixed,785.0,393244.0,26,0,0,7.9,0,0.0,0.0
SYN-002616,0.472,livestock,medium,masonry,1979.0,664789.0,57,0,1,11.7,0,0.0,0.0
SYN-002617,0.785,crop_farming,low,masonry,1432.0,390606.0,33,0,1,9.4,0,0.0,0.0
SYN-002618,0.995,mixed_farming,medium,mixed,1008.0,477027.0,61,1,1,7.7,0,0.0,0.0
SYN-002619,0.849,mixed_farming,high,masonry,1158.0,430069.0,15,0,1,15.8,0,0.0,0.0
SYN-002620,0.762,viticulture,medium,mixed,2195.0,577763.0,34,0,1,18.3,0,0.0,0.0
SYN-002621,0.637,mixed_farming,medium,masonry,1661.0,637225.0,44,0,0,7.0,0,0.0,0.0
SYN-002622,0.993,viticulture,medium,mixed,762.0,373388.0,47,0,0,3.3,0,0.0,0.0
SYN-002623,0.928,crop_farming,high,masonry,1415.0,343875.0,68,0,0,10.4,0,0.0,0.0
SYN-002624,0.892,viticulture,medium,mixed,1173.0,560302.0,39,0,1,3.0,0,0.0,0.0
SYN-002625,0.538,livestock,medium,masonry,1645.0,700141.0,80,1,0,1.6,0,0.0,0.0
SYN-002626,0.474,livestock,medium,masonry,984.0,268788.0,30,1,0,3.8,0,0.0,0.0
SYN-002627,0.507,livestock,low,masonry,553.0,366365.0,67,0,0,3.6,0,0.0,0.0
SYN-002628,0.555,livestock,low,masonry,1876.0,785640.0,11,0,0,12.4,0,0.0,0.0
SYN-002629,0.449,crop_farming,high,masonry,1731.0,920527.0,39,0,1,21.5,0,0.0,0.0
SYN-002630,0.933,crop_farming,medium,mixed,3041.0,921389.0,74,0,1,18.3,0,0.0,0.0
SYN-002631,0.511,crop_farming,low,masonry,515.0,201171.0,75,0,1,5.5,0,0.0,0.0
SYN-002632,0.536,livestock,low,mixed,1158.0,513667.0,11,0,0,8.4,0,0.0,0.0
SYN-002633,0.933,mixed_farming,high,mixed,1043.0,587434.0,27,0,0,6.3,0,0.0,0.0
SYN-002634,0.975,mixed_farming,medium,masonry,937.0,482056.0,52,0,1,16.0,0,0.0,0.0
SYN-002635,0.533,livestock,medium,wood,445.0,211361.0,4,0,1,10.2,0,0.0,0.0
SYN-002636,0.577,livestock,low,mixed,606.0,285254.0,32,0,1,13.3,0,0.0,0.0
SYN-002637,0.88,livestock,high,mixed,1445.0,428705.0,74,0,0,3.8,0,0.0,0.0
SYN-002638,0.982,crop_farming,high,mixed,876.0,491273.0,66,0,1,32.5,0,0.0,0.0
SYN-002639,0.79,mixed_farming,medium,mixed,708.0,393305.0,40,0,0,2.0,0,0.0,0.0
SYN-002640,0.666,crop_farming,low,wood,3071.0,936476.0,38,0,0,3.0,0,0.0,0.0
SYN-002641,0.805,mixed_farming,medium,masonry,5670.0,1732855.0,29,0,1,13.3,0,0.0,0.0
SYN-002642,0.868,mixed_farming,high,masonry,1168.0,438641.0,15,0,1,2.0,1,9525.3,9525.3
SYN-002643,0.468,livestock,medium,mixed,456.0,201815.0,56,0,1,21.5,0,0.0,0.0
SYN-002644,0.661,mixed_farming,high,masonry,1568.0,501186.0,13,0,1,17.9,1,15805.51,15805.51
SYN-002645,0.914,crop_farming,medium,mixed,312.0,126973.0,60,1,1,12.1,0,0.0,0.0
SYN-002646,0.823,mixed_farming,low,masonry,504.0,426739.0,32,1,1,4.2,0,0.0,0.0
SYN-002647,0.492,mixed_farming,medium,masonry,1586.0,778650.0,64,0,1,13.3,0,0.0,0.0
SYN-002648,0.853,mixed_farming,high,wood,493.0,180928.0,43,0,1,6.8,0,0.0,0.0
SYN-002649,0.8,mixed_farming,low,masonry,1000.0,494603.0,78,0,1,3.5,0,0.0,0.0
SYN-002650,0.559,mixed_farming,low,masonry,462.0,135396.0,51,0,0,7.0,0,0.0,0.0
SYN-002651,0.606,viticulture,medium,mixed,1257.0,595888.0,74,0,1,6.8,1,908.07,908.07
SYN-002652,0.589,livestock,medium,mixed,2515.0,1346416.0,68,1,1,7.4,0,0.0,0.0
SYN-002653,0.996,mixed_farming,high,mixed,814.0,439183.0,59,0,0,11.6,0,0.0,0.0
SYN-002654,0.51,mixed_farming,low,masonry,1197.0,507401.0,30,0,1,5.3,0,0.0,0.0
SYN-002655,0.898,livestock,low,wood,713.0,341738.0,5,0,1,6.1,0,0.0,0.0
SYN-002656,0.718,viticulture,low,mixed,746.0,338552.0,63,0,1,7.3,0,0.0,0.0
SYN-002657,0.928,livestock,medium,mixed,706.0,318855.0,49,0,1,16.8,0,0.0,0.0
SYN-002658,0.989,livestock,medium,masonry,2020.0,994337.0,18,0,1,23.8,0,0.0,0.0
SYN-002659,0.977,crop_farming,medium,masonry,484.0,278520.0,6,0,0,3.5,0,0.0,0.0
SYN-002660,0.913,crop_farming,medium,masonry,977.0,524800.0,71,0,1,6.4,0,0.0,0.0
SYN-002661,0.648,mixed_farming,low,mixed,1582.0,762855.0,45,1,1,9.6,0,0.0,0.0
SYN-002662,0.563,livestock,medium,masonry,2189.0,910044.0,8,1,0,2.1,0,0.0,0.0
SYN-002663,0.592,livestock,high,masonry,1614.0,800665.0,70,0,1,6.6,0,0.0,0.0
SYN-002664,0.792,crop_farming,medium,mixed,1156.0,638831.0,65,0,0,12.6,0,0.0,0.0
SYN-002665,0.605,livestock,low,masonry,837.0,493253.0,37,0,1,8.8,0,0.0,0.0
SYN-002666,0.661,mixed_farming,medium,masonry,2212.0,1106044.0,22,0,1,3.1,0,0.0,0.0
SYN-002667,0.448,mixed_farming,low,masonry,690.0,360026.0,17,0,0,40.0,0,0.0,0.0
SYN-002668,0.863,crop_farming,low,wood,696.0,452120.0,53,0,1,13.4,0,0.0,0.0
SYN-002669,0.467,livestock,low,mixed,2919.0,800161.0,20,0,1,12.2,0,0.0,0.0
SYN-002670,0.602,livestock,low,mixed,1532.0,602490.0,44,0,0,4.9,0,0.0,0.0
SYN-002671,0.754,mixed_farming,low,wood,1567.0,598399.0,2,0,1,19.5,0,0.0,0.0
SYN-002672,0.719,livestock,medium,mixed,1788.0,432164.0,47,0,0,8.9,0,0.0,0.0
SYN-002673,0.936,livestock,low,masonry,1139.0,506625.0,31,0,1,2.8,0,0.0,0.0
SYN-002674,0.795,livestock,medium,mixed,476.0,260994.0,79,1,0,8.9,0,0.0,0.0
SYN-002675,0.873,mixed_farming,high,wood,1427.0,662587.0,55,0,1,11.2,0,0.0,0.0
SYN-002676,0.582,livestock,medium,masonry,1198.0,302953.0,48,0,0,0.9,0,0.0,0.0
SYN-002677,0.479,livestock,medium,mixed,693.0,183886.0,36,0,1,2.4,0,0.0,0.0
SYN-002678,0.846,mixed_farming,medium,masonry,597.0,221012.0,18,0,1,10.3,0,0.0,0.0
SYN-002679,0.492,mixed_farming,low,mixed,1176.0,407951.0,59,0,1,5.3,0,0.0,0.0
SYN-002680,0.9,livestock,medium,mixed,501.0,170804.0,33,0,0,18.2,0,0.0,0.0
SYN-002681,0.966,mixed_farming,medium,wood,1104.0,264497.0,13,0,1,9.8,0,0.0,0.0
SYN-002682,0.57,mixed_farming,high,mixed,1021.0,731633.0,8,0,1,8.5,0,0.0,0.0
SYN-002683,0.857,crop_farming,high,masonry,1122.0,324600.0,46,0,1,7.3,0,0.0,0.0
SYN-002684,0.662,mixed_farming,high,masonry,1575.0,449408.0,27,1,1,16.6,0,0.0,0.0
SYN-002685,0.579,crop_farming,medium,wood,1816.0,960884.0,4,0,1,11.5,0,0.0,0.0
SYN-002686,0.659,mixed_farming,medium,masonry,763.0,454947.0,24,1,1,11.0,0,0.0,0.0
SYN-002687,0.788,crop_farming,high,masonry,2133.0,1013841.0,80,0,1,17.3,0,0.0,0.0
SYN-002688,0.993,mixed_farming,high,mixed,1051.0,375250.0,52,0,0,19.1,0,0.0,0.0
SYN-002689,0.58,crop_farming,medium,masonry,3788.0,1039363.0,10,0,0,2.8,0,0.0,0.0
SYN-002690,0.824,livestock,high,masonry,828.0,371043.0,74,0,1,37.6,0,0.0,0.0
SYN-002691,0.601,viticulture,high,masonry,425.0,359562.0,79,0,1,1.3,0,0.0,0.0
SYN-002692,0.551,livestock,medium,masonry,2084.0,927657.0,23,1,1,8.9,0,0.0,0.0
SYN-002693,0.779,mixed_farming,low,mixed,1598.0,825774.0,39,0,1,2.9,0,0.0,0.0
SYN-002694,0.857,viticulture,low,masonry,2647.0,997029.0,68,0,1,12.9,0,0.0,0.0
SYN-002695,0.83,mixed_farming,medium,masonry,1482.0,831672.0,39,0,0,14.1,0,0.0,0.0
SYN-002696,0.966,crop_farming,low,mixed,5547.0,2552851.0,71,0,1,2.9,0,0.0,0.0
SYN-002697,0.464,mixed_farming,medium,masonry,1072.0,275890.0,44,0,0,16.2,0,0.0,0.0
SYN-002698,0.724,crop_farming,medium,mixed,2393.0,817458.0,51,0,1,0.5,0,0.0,0.0
SYN-002699,0.575,livestock,high,masonry,861.0,367000.0,66,0,1,13.1,0,0.0,0.0
SYN-002700,0.89,mixed_farming,high,masonry,1668.0,590033.0,56,0,1,1.7,0,0.0,0.0
SYN-002701,0.437,mixed_farming,medium,mixed,1883.0,720683.0,3,0,1,18.4,0,0.0,0.0
SYN-002702,0.505,livestock,medium,mixed,2082.0,855616.0,64,0,1,6.5,0,0.0,0.0
